start_time,end_time,duration_hours,max_abs_residual_MW,mean_abs_residual_MW,max_score
2018-03-25 06:00:00+00:00,2018-03-25 08:00:00+00:00,3,6190.0,5848.333333333333,-3.010565132641013
2018-04-29 23:00:00+00:00,2018-04-29 23:00:00+00:00,1,2863.0,2863.0,-3.257327632179458
2018-05-20 14:00:00+00:00,2018-05-20 15:00:00+00:00,2,3508.0,3339.5,-3.1223642326600904
2018-07-23 10:00:00+00:00,2018-07-23 10:00:00+00:00,1,2879.0,2879.0,3.4465376706490285
2018-07-23 20:00:00+00:00,2018-07-23 20:00:00+00:00,1,3332.0,3332.0,3.091848972115617
2018-08-01 06:00:00+00:00,2018-08-01 06:00:00+00:00,1,3741.0,3741.0,-3.6083937064295473
2018-08-10 12:00:00+00:00,2018-08-10 13:00:00+00:00,2,3612.0,3362.5,-3.093969326044662
2018-09-03 18:00:00+00:00,2018-09-03 18:00:00+00:00,1,3122.0,3122.0,3.302557304069015
2018-09-09 09:00:00+00:00,2018-09-09 09:00:00+00:00,1,1770.0,1770.0,-3.157971374812267
2018-09-18 15:00:00+00:00,2018-09-18 17:00:00+00:00,3,6248.0,5673.666666666667,3.9217790479044146
2018-09-24 04:00:00+00:00,2018-09-24 13:00:00+00:00,10,23843.92,20402.04,7.558153756840233
2018-09-24 17:00:00+00:00,2018-09-24 17:00:00+00:00,1,18887.199999999997,18887.199999999997,3.002975470284973
2018-10-02 03:00:00+00:00,2018-10-02 06:00:00+00:00,4,6238.0,5486.5,4.189740519383475
2018-10-02 11:00:00+00:00,2018-10-02 12:00:00+00:00,2,6322.0,5881.5,3.3750063991092545
2018-10-22 04:00:00+00:00,2018-10-22 05:00:00+00:00,2,3428.0,3185.0,3.393851220035438
2018-10-22 10:00:00+00:00,2018-10-22 10:00:00+00:00,1,3578.0,3578.0,3.159541483355448
2018-10-22 16:00:00+00:00,2018-10-22 17:00:00+00:00,2,4283.0,4180.0,3.3174878191658554
2018-10-23 05:00:00+00:00,2018-10-23 05:00:00+00:00,1,5024.0,5024.0,3.005006441051428
2018-10-23 16:00:00+00:00,2018-10-23 16:00:00+00:00,1,6135.0,6135.0,3.0471748904003326
2018-10-29 16:00:00+00:00,2018-10-29 16:00:00+00:00,1,7061.0,7061.0,3.3347938379621302
2018-10-31 06:00:00+00:00,2018-10-31 14:00:00+00:00,8,6844.0,5430.75,-3.0555733100674765
2018-11-19 13:00:00+00:00,2018-11-19 18:00:00+00:00,6,6838.0,5578.0,4.64004301936721
2018-11-28 01:00:00+00:00,2018-11-28 01:00:00+00:00,1,5185.0,5185.0,3.259569736476045
2018-11-28 04:00:00+00:00,2018-11-28 06:00:00+00:00,3,6003.0,5823.333333333333,3.4811444330401478
2018-11-28 16:00:00+00:00,2018-11-28 18:00:00+00:00,3,7172.0,7089.333333333333,3.2743042655559296
2018-12-10 15:00:00+00:00,2018-12-10 18:00:00+00:00,4,7470.0,6810.5,4.1886229738399035
2018-12-19 06:00:00+00:00,2018-12-19 08:00:00+00:00,3,6738.0,6360.0,3.965458049309444
2018-12-27 06:00:00+00:00,2018-12-27 06:00:00+00:00,1,4107.0,4107.0,-3.21904585610557
2018-12-28 06:00:00+00:00,2018-12-28 07:00:00+00:00,2,4740.0,4580.0,-3.090376959606149
2018-12-29 06:00:00+00:00,2018-12-29 06:00:00+00:00,1,7017.0,7017.0,3.057848638919963
2018-12-29 16:00:00+00:00,2018-12-29 17:00:00+00:00,2,9549.0,9447.5,3.3068901211070525
2019-02-04 17:00:00+00:00,2019-02-04 17:00:00+00:00,1,6121.0,6121.0,3.273108875656612
2019-02-11 17:00:00+00:00,2019-02-11 17:00:00+00:00,1,5793.0,5793.0,3.049264181955347
2019-02-16 14:00:00+00:00,2019-02-16 14:00:00+00:00,1,4130.0,4130.0,-3.068602818704955
2019-03-01 09:00:00+00:00,2019-03-01 11:00:00+00:00,3,5639.0,5497.333333333333,3.2585976254293416
2019-03-04 10:00:00+00:00,2019-03-04 10:00:00+00:00,1,6140.0,6140.0,3.202298809213836
2019-03-04 16:00:00+00:00,2019-03-04 18:00:00+00:00,3,7087.0,6847.333333333333,3.4263698774076428
2019-04-01 19:00:00+00:00,2019-04-01 19:00:00+00:00,1,5715.0,5715.0,3.9735186082927636
2019-04-18 21:00:00+00:00,2019-04-18 21:00:00+00:00,1,1221.0,1221.0,-3.1201998400603097
2019-04-19 14:00:00+00:00,2019-04-19 15:00:00+00:00,2,2854.0,2834.0,-3.2271483456313157
2019-04-30 04:00:00+00:00,2019-04-30 05:00:00+00:00,2,7897.0,7760.0,3.3978777162347624
2019-05-12 14:00:00+00:00,2019-05-12 14:00:00+00:00,1,880.0,880.0,-3.0358385862540427
2019-08-16 12:00:00+00:00,2019-08-16 14:00:00+00:00,3,4456.0,3946.0,-3.13386998554318
2019-09-07 12:00:00+00:00,2019-09-07 13:00:00+00:00,2,4192.0,4068.5,-3.2183299316271228
2019-09-20 13:00:00+00:00,2019-09-20 13:00:00+00:00,1,3202.0,3202.0,-3.0429233949050993
2019-10-14 17:00:00+00:00,2019-10-14 17:00:00+00:00,1,4279.0,4279.0,3.4214686080998624
2019-10-15 16:00:00+00:00,2019-10-15 17:00:00+00:00,2,4823.0,4672.0,3.326231555161032
2019-11-03 06:00:00+00:00,2019-11-03 06:00:00+00:00,1,4888.0,4888.0,-3.119866153717919
2019-11-18 16:00:00+00:00,2019-11-18 18:00:00+00:00,3,6657.0,6503.0,3.62113959108278
2019-11-30 05:00:00+00:00,2019-11-30 05:00:00+00:00,1,2889.0,2889.0,-3.2067706314201745
2020-01-31 23:00:00+00:00,2020-01-31 23:00:00+00:00,1,3639.0,3639.0,-3.4527360121486512
2020-02-09 05:00:00+00:00,2020-02-09 05:00:00+00:00,1,4159.0,4159.0,-3.0593964096552457
2020-03-29 11:00:00+00:00,2020-03-29 14:00:00+00:00,4,3167.0,2695.25,3.7607244911664184
