start_time,end_time,duration_hours,max_abs_residual_MW,mean_abs_residual_MW,max_score
2015-01-08 13:00:00+00:00,2015-01-08 13:00:00+00:00,1,7544.0,7544.0,-0.007370434680449289
2015-01-09 13:00:00+00:00,2015-01-09 13:00:00+00:00,1,5987.0,5987.0,-0.0011129684834769726
2015-05-02 09:00:00+00:00,2015-05-02 13:00:00+00:00,5,6025.0,5497.0,-0.0005109951166865079
2015-06-14 07:00:00+00:00,2015-06-14 18:00:00+00:00,12,7881.0,6912.833333333333,-0.0001832012901333835
2015-06-17 04:00:00+00:00,2015-06-18 12:00:00+00:00,33,11367.0,6388.69696969697,-0.0014984459005059625
2015-06-21 07:00:00+00:00,2015-06-21 19:00:00+00:00,13,7975.0,6896.153846153846,-0.003996354205162755
2015-06-24 03:00:00+00:00,2015-06-25 12:00:00+00:00,34,12806.0,6813.323529411765,-0.0016635516690926
2015-11-26 07:00:00+00:00,2015-11-26 07:00:00+00:00,1,9267.0,9267.0,-0.0026554541070478166
2015-12-06 12:00:00+00:00,2015-12-06 15:00:00+00:00,4,5964.0,5609.5,-0.011356305362147934
2015-12-24 06:00:00+00:00,2015-12-25 13:00:00+00:00,32,11936.0,6139.28125,-0.0029929633747566298
2015-12-28 11:00:00+00:00,2015-12-28 17:00:00+00:00,7,7249.0,5179.571428571428,-0.00026232414986704367
2015-12-29 06:00:00+00:00,2015-12-29 19:00:00+00:00,13,7291.0,5533.384615384615,-0.001252542951988067
2016-01-01 10:00:00+00:00,2016-01-01 16:00:00+00:00,7,6297.0,3695.714285714286,-0.0022316466724122686
2016-01-02 14:00:00+00:00,2016-01-02 20:00:00+00:00,7,7803.0,6476.285714285715,-0.0009484335407801137
2016-01-04 08:00:00+00:00,2016-01-04 23:00:00+00:00,16,10489.0,8838.875,-0.007657322304096881
2016-01-05 05:00:00+00:00,2016-01-05 22:00:00+00:00,18,9144.0,7697.666666666667,-0.004170462963855037
2016-01-07 10:00:00+00:00,2016-01-07 23:00:00+00:00,14,9536.0,7324.214285714285,-0.0011211280084277853
2016-01-08 05:00:00+00:00,2016-01-08 18:00:00+00:00,14,9728.0,7423.071428571428,-0.0038267167460042106
2016-01-09 06:00:00+00:00,2016-01-09 06:00:00+00:00,1,958.0,958.0,-0.0005898562280649555
2016-01-10 06:00:00+00:00,2016-01-10 07:00:00+00:00,2,6895.0,6347.5,-0.013910695106047477
2016-01-11 08:00:00+00:00,2016-01-11 17:00:00+00:00,9,12947.0,7948.333333333333,-0.0027808820113229826
2016-01-11 21:00:00+00:00,2016-01-11 22:00:00+00:00,2,5353.0,5087.5,-0.0018866221398511351
2016-01-12 06:00:00+00:00,2016-01-12 08:00:00+00:00,3,7745.0,7419.333333333333,-9.712573223386034e-05
2016-01-12 13:00:00+00:00,2016-01-12 13:00:00+00:00,1,6843.0,6843.0,-0.00015842065085436285
2016-01-13 06:00:00+00:00,2016-01-13 07:00:00+00:00,2,8995.0,8461.5,-0.01168360838585969
2016-02-07 12:00:00+00:00,2016-02-07 14:00:00+00:00,3,5929.0,5515.0,-0.009388241360814065
2016-02-15 10:00:00+00:00,2016-02-15 23:00:00+00:00,14,9244.0,7677.928571428572,-0.0018828634513106124
2016-02-16 05:00:00+00:00,2016-02-16 21:00:00+00:00,17,11409.0,8589.64705882353,-0.003471387050466679
2016-02-17 05:00:00+00:00,2016-02-17 06:00:00+00:00,2,7903.0,7356.5,-0.021480240063160072
2016-04-24 13:00:00+00:00,2016-04-24 14:00:00+00:00,2,6820.0,6300.5,-0.003177176421495731
2016-05-09 10:00:00+00:00,2016-05-09 18:00:00+00:00,9,9390.0,7821.666666666667,-0.018452912328542848
2016-09-18 01:00:00+00:00,2016-09-18 15:00:00+00:00,15,7756.0,5870.066666666667,-0.0100384108138174
2016-09-18 19:00:00+00:00,2016-09-18 19:00:00+00:00,1,3982.0,3982.0,-0.01074601159440991
2016-11-01 11:00:00+00:00,2016-11-01 13:00:00+00:00,3,7947.0,7192.666666666667,-0.009565643500091703
2016-11-02 11:00:00+00:00,2016-11-02 12:00:00+00:00,2,7290.0,7271.5,-0.0017417878305220347
2016-11-02 16:00:00+00:00,2016-11-02 16:00:00+00:00,1,7208.0,7208.0,-0.013811403840680914
2017-01-01 12:00:00+00:00,2017-01-01 22:00:00+00:00,11,6199.0,3997.6363636363635,-0.013143390082108297
2017-01-02 02:00:00+00:00,2017-01-02 02:00:00+00:00,1,3924.0,3924.0,-0.002657650521888044
2017-01-02 22:00:00+00:00,2017-01-02 22:00:00+00:00,1,6987.0,6987.0,-0.0014213389108196361
2017-01-03 22:00:00+00:00,2017-01-03 22:00:00+00:00,1,6933.0,6933.0,-0.0048231789098640565
2017-01-04 08:00:00+00:00,2017-01-04 15:00:00+00:00,8,7510.0,6891.625,-0.010369915806575536
2017-04-29 14:00:00+00:00,2017-04-29 17:00:00+00:00,4,6213.0,4700.75,-0.005928821012729069
2017-10-31 06:00:00+00:00,2017-10-31 14:00:00+00:00,9,7627.0,5628.555555555556,-0.004542099139328903
2017-11-01 16:00:00+00:00,2017-11-01 17:00:00+00:00,2,8417.0,6182.5,-0.008335277975210165
2017-11-05 06:00:00+00:00,2017-11-05 09:00:00+00:00,4,7243.0,6230.0,-0.002328872483904454
2017-12-27 08:00:00+00:00,2017-12-27 09:00:00+00:00,2,5453.0,5047.0,-0.0011927907160688145
2017-12-27 13:00:00+00:00,2017-12-27 13:00:00+00:00,1,3818.0,3818.0,-0.003799530447058719
2017-12-28 07:00:00+00:00,2017-12-28 07:00:00+00:00,1,6185.0,6185.0,-0.009719888996980619
2018-03-25 11:00:00+00:00,2018-03-25 16:00:00+00:00,6,5856.0,5379.0,-0.005312877747021494
2018-10-31 14:00:00+00:00,2018-10-31 21:00:00+00:00,8,6844.0,4806.5,-0.006628718252527643
2018-12-29 06:00:00+00:00,2018-12-29 09:00:00+00:00,4,7081.0,7005.25,-0.012871913738154661
2018-12-29 14:00:00+00:00,2018-12-29 23:00:00+00:00,10,9549.0,7826.8,-0.002730552387142704
2019-01-07 18:00:00+00:00,2019-01-07 19:00:00+00:00,2,7609.0,7240.0,-0.0037737215507001043
2019-05-02 12:00:00+00:00,2019-05-02 17:00:00+00:00,6,7201.0,6892.0,-0.00037880466637096877
2019-05-07 03:00:00+00:00,2019-05-07 03:00:00+00:00,1,6967.0,6967.0,-0.0012697874111309293
